track,scenario_id,competitor,multiplicative_epsilon_h_over_b
representative,rep_Alibaba2017_trace_dynamic_n090_827,meo_adapted,1.0
representative,rep_Alibaba2017_trace_dynamic_n090_827,jellyfish_rts_adapted,1.0
representative,rep_Alibaba2017_trace_dynamic_n090_827,nsga_ii,1.0
representative,rep_Alibaba2017_trace_dynamic_n090_827,ppo_joint,1.0
representative,rep_Alibaba2017_flexible_dynamic_n090_827,ecc_cee_adapted,0.99999749971238
representative,rep_Alibaba2017_flexible_dynamic_n090_827,eco_pso_joint,1.0
representative,rep_Alibaba2017_flexible_dynamic_n090_827,tm_moaoa_joint,0.99999749971238
representative,rep_Alibaba2017_flexible_dynamic_n090_827,meo_adapted,0.99999749971238
representative,rep_Alibaba2017_flexible_dynamic_n090_827,jellyfish_rts_adapted,1.0
representative,rep_Alibaba2017_flexible_dynamic_n090_827,nsga_ii,0.99999749971238
representative,rep_Alibaba2017_flexible_dynamic_n090_827,ppo_joint,1.0
sla_stress,sla_Google2011v2_trace_dynamic_n150_workload_6000,ecc_cee_adapted,1.0000818361556956
sla_stress,sla_Google2011v2_trace_dynamic_n150_workload_6000,eco_pso_joint,0.9588916967587634
sla_stress,sla_Google2011v2_trace_dynamic_n150_workload_6000,tm_moaoa_joint,0.9588916967587634
sla_stress,sla_Google2011v2_trace_dynamic_n150_workload_6000,meo_adapted,1.0
sla_stress,sla_Google2011v2_trace_dynamic_n150_workload_6000,jellyfish_rts_adapted,1.0
sla_stress,sla_Google2011v2_trace_dynamic_n150_workload_6000,nsga_ii,1.0815698478613638
sla_stress,sla_Google2011v2_trace_dynamic_n150_workload_6000,ppo_joint,0.9588916967587634
sla_stress,sla_Google2011v2_trace_dynamic_n150_workload_6101,ecc_cee_adapted,1.0000140771757318
sla_stress,sla_Google2011v2_trace_dynamic_n150_workload_6101,eco_pso_joint,0.9603231587167045
sla_stress,sla_Google2011v2_trace_dynamic_n150_workload_6101,tm_moaoa_joint,0.9603231587167045
sla_stress,sla_Google2011v2_trace_dynamic_n150_workload_6101,meo_adapted,1.000582103389597
sla_stress,sla_Google2011v2_trace_dynamic_n150_workload_6101,jellyfish_rts_adapted,1.0
sla_stress,sla_Google2011v2_trace_dynamic_n150_workload_6101,nsga_ii,1.0134777333080873
sla_stress,sla_Google2011v2_trace_dynamic_n150_workload_6101,ppo_joint,0.9603231587167045
sla_stress,sla_Google2011v2_trace_dynamic_n150_workload_6102,ecc_cee_adapted,1.0100804915653232
sla_stress,sla_Google2011v2_trace_dynamic_n150_workload_6102,eco_pso_joint,0.9588851154928553
sla_stress,sla_Google2011v2_trace_dynamic_n150_workload_6102,tm_moaoa_joint,0.9588851154928553
sla_stress,sla_Google2011v2_trace_dynamic_n150_workload_6102,meo_adapted,1.0093779021070646
sla_stress,sla_Google2011v2_trace_dynamic_n150_workload_6102,jellyfish_rts_adapted,1.0
sla_stress,sla_Google2011v2_trace_dynamic_n150_workload_6102,nsga_ii,1.0954265932910867
sla_stress,sla_Google2011v2_trace_dynamic_n150_workload_6102,ppo_joint,0.9588851154928553
sla_stress,sla_Google2011v2_flexible_dynamic_n150_workload_6000,ecc_cee_adapted,1.0
sla_stress,sla_Google2011v2_flexible_dynamic_n150_workload_6000,eco_pso_joint,0.958751350604556
sla_stress,sla_Google2011v2_flexible_dynamic_n150_workload_6000,tm_moaoa_joint,0.958751350604556
sla_stress,sla_Google2011v2_flexible_dynamic_n150_workload_6000,meo_adapted,1.000122163008903
sla_stress,sla_Google2011v2_flexible_dynamic_n150_workload_6000,jellyfish_rts_adapted,1.0
sla_stress,sla_Google2011v2_flexible_dynamic_n150_workload_6000,nsga_ii,1.051705026540118
sla_stress,sla_Google2011v2_flexible_dynamic_n150_workload_6000,ppo_joint,0.958751350604556
sla_stress,sla_Google2011v2_flexible_dynamic_n150_workload_6101,ecc_cee_adapted,1.0
sla_stress,sla_Google2011v2_flexible_dynamic_n150_workload_6101,eco_pso_joint,0.9543049075578824
sla_stress,sla_Google2011v2_flexible_dynamic_n150_workload_6101,tm_moaoa_joint,0.9543049075578824
sla_stress,sla_Google2011v2_flexible_dynamic_n150_workload_6101,meo_adapted,1.0
sla_stress,sla_Google2011v2_flexible_dynamic_n150_workload_6101,jellyfish_rts_adapted,1.0
sla_stress,sla_Google2011v2_flexible_dynamic_n150_workload_6101,nsga_ii,1.0261621993831116
sla_stress,sla_Google2011v2_flexible_dynamic_n150_workload_6101,ppo_joint,0.9543049075578824
sla_stress,sla_Google2011v2_flexible_dynamic_n150_workload_6102,ecc_cee_adapted,1.0000374369846656
sla_stress,sla_Google2011v2_flexible_dynamic_n150_workload_6102,eco_pso_joint,0.9583693663369613
sla_stress,sla_Google2011v2_flexible_dynamic_n150_workload_6102,tm_moaoa_joint,0.9583693663369613
sla_stress,sla_Google2011v2_flexible_dynamic_n150_workload_6102,meo_adapted,1.0
sla_stress,sla_Google2011v2_flexible_dynamic_n150_workload_6102,jellyfish_rts_adapted,1.0
sla_stress,sla_Google2011v2_flexible_dynamic_n150_workload_6102,nsga_ii,1.0803972134997275
sla_stress,sla_Google2011v2_flexible_dynamic_n150_workload_6102,ppo_joint,0.9583693663369613
sla_stress,sla_Alibaba2017_trace_dynamic_n150_workload_6000,ecc_cee_adapted,1.0065200815521143
sla_stress,sla_Alibaba2017_trace_dynamic_n150_workload_6000,eco_pso_joint,1.0013688102853588
sla_stress,sla_Alibaba2017_trace_dynamic_n150_workload_6000,tm_moaoa_joint,1.0546994669254781
sla_stress,sla_Alibaba2017_trace_dynamic_n150_workload_6000,meo_adapted,1.028136546899307
sla_stress,sla_Alibaba2017_trace_dynamic_n150_workload_6000,jellyfish_rts_adapted,1.0281365677038925
sla_stress,sla_Alibaba2017_trace_dynamic_n150_workload_6000,nsga_ii,1.002346784468348
sla_stress,sla_Alibaba2017_trace_dynamic_n150_workload_6000,ppo_joint,1.0
sla_stress,sla_Alibaba2017_trace_dynamic_n150_workload_6101,ecc_cee_adapted,1.0023648480318221
sla_stress,sla_Alibaba2017_trace_dynamic_n150_workload_6101,eco_pso_joint,0.9424943540819555
sla_stress,sla_Alibaba2017_trace_dynamic_n150_workload_6101,tm_moaoa_joint,1.2599058859866339
sla_stress,sla_Alibaba2017_trace_dynamic_n150_workload_6101,meo_adapted,1.0023648480318221
sla_stress,sla_Alibaba2017_trace_dynamic_n150_workload_6101,jellyfish_rts_adapted,1.0281365677038925
sla_stress,sla_Alibaba2017_trace_dynamic_n150_workload_6101,nsga_ii,1.0281365677038925
sla_stress,sla_Alibaba2017_trace_dynamic_n150_workload_6101,ppo_joint,1.0
sla_stress,sla_Alibaba2017_trace_dynamic_n150_workload_6102,ecc_cee_adapted,1.0853753161454092
sla_stress,sla_Alibaba2017_trace_dynamic_n150_workload_6102,eco_pso_joint,1.0277310852690305
sla_stress,sla_Alibaba2017_trace_dynamic_n150_workload_6102,tm_moaoa_joint,1.1178424037073205
sla_stress,sla_Alibaba2017_trace_dynamic_n150_workload_6102,meo_adapted,1.0277310852690305
sla_stress,sla_Alibaba2017_trace_dynamic_n150_workload_6102,jellyfish_rts_adapted,1.0277310852690305
sla_stress,sla_Alibaba2017_trace_dynamic_n150_workload_6102,nsga_ii,1.0277310852690305
sla_stress,sla_Alibaba2017_trace_dynamic_n150_workload_6102,ppo_joint,1.0
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6000,ecc_cee_adapted,1.0208813446037677
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6000,eco_pso_joint,1.0277856205278588
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6000,tm_moaoa_joint,1.023122688494913
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6000,meo_adapted,1.0277856205278588
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6000,jellyfish_rts_adapted,1.0277856205278588
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6000,nsga_ii,1.0277856205278588
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6000,ppo_joint,0.9410839179042718
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6101,ecc_cee_adapted,1.0272971861829805
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6101,eco_pso_joint,0.9853666845212755
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6101,tm_moaoa_joint,0.9822092421705564
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6101,meo_adapted,1.0272964228913086
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6101,jellyfish_rts_adapted,1.0272971861829805
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6101,nsga_ii,1.0272971861829805
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6101,ppo_joint,1.0
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6102,ecc_cee_adapted,1.0004460653502163
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6102,eco_pso_joint,0.9716761939607588
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6102,tm_moaoa_joint,1.0945553709238027
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6102,meo_adapted,1.0
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6102,jellyfish_rts_adapted,1.0
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6102,nsga_ii,1.038786224617833
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6102,ppo_joint,0.9133214722946087
