track,scenario_id,base_scenario_id,method,migration_volume_gib,migration_energy_wh,migration_emissions_g,gross_horizon_energy_wh,gross_horizon_emissions_g,makespan_s,migration_energy_fraction_pct,migration_emissions_fraction_pct
representative,rep_Google2011v2_trace_dynamic_n060_823,rep_Google2011v2_trace_dynamic_n060_823,ppo_joint,12.336469289003096,0.7401881573401857,0.10862276176569823,1440.9031142250085,133.16012940205457,26271.77799211553,0.0513697381893922,0.08157303710462019
representative,rep_Google2011v2_trace_dynamic_n060_823,rep_Google2011v2_trace_dynamic_n060_823,tm_moaoa_joint,13.96303470168831,0.8377820821012983,0.137782518420103,1008.5258166341284,145.50617075968296,26475.091593995516,0.08306996888759148,0.09469187299806255
representative,rep_Google2011v2_trace_dynamic_n090_827,rep_Google2011v2_trace_dynamic_n090_827,ecc_cee_adapted,20.871256496208495,1.2522753897725096,0.11365897841694303,1192.777230804745,41.54557059201676,26289.473712015664,0.10498820378450906,0.2735766455901879
representative,rep_Google2011v2_trace_dynamic_n090_827,rep_Google2011v2_trace_dynamic_n090_827,eco_pso_joint,0.0,0.0,0.0,3046.384325173639,519.3119237037338,26384.949094508076,0.0,0.0
representative,rep_Google2011v2_trace_dynamic_n090_827,rep_Google2011v2_trace_dynamic_n090_827,hcsmo_v6d,20.871256496208495,1.2522753897725096,0.11365897841694303,1125.4300034029154,41.50530581164682,26289.473712015664,0.11127083745644395,0.2738420454790364
representative,rep_Google2011v2_trace_dynamic_n090_827,rep_Google2011v2_trace_dynamic_n090_827,jellyfish_rts_adapted,20.871256496208495,1.2522753897725096,0.11365897841694303,1192.777230804745,41.54557059201676,26289.473712015664,0.10498820378450906,0.2735766455901879
representative,rep_Google2011v2_trace_dynamic_n090_827,rep_Google2011v2_trace_dynamic_n090_827,meo_adapted,20.871256496208495,1.2522753897725096,0.11365897841694303,1192.777230804745,41.54557059201676,26289.473712015664,0.10498820378450906,0.2735766455901879
representative,rep_Google2011v2_trace_dynamic_n090_827,rep_Google2011v2_trace_dynamic_n090_827,nsga_ii,20.871256496208495,1.2522753897725096,0.11365897841694303,1192.777230804745,41.54557059201676,26289.473712015664,0.10498820378450906,0.2735766455901879
representative,rep_Google2011v2_trace_dynamic_n090_827,rep_Google2011v2_trace_dynamic_n090_827,ppo_joint,19.60764412885106,1.1764586477310635,0.13873444468972648,1670.4712228191488,118.72412807106379,26442.00478017371,0.07042675334122957,0.11685446500536545
representative,rep_Google2011v2_trace_dynamic_n090_827,rep_Google2011v2_trace_dynamic_n090_827,tm_moaoa_joint,21.165961996611415,1.2699577197966847,0.3197401497236346,1255.5701513767483,424.94390839308204,26334.19360923767,0.10114589920795428,0.07524290698335373
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6000,sla_Alibaba2017_flexible_dynamic_n150,ecc_cee_adapted,15.94160432790606,0.9564962596743637,0.1200018835710392,27.630291184899,3.864463014455239,16.474981922481675,3.4617668459358293,3.1052667116276047
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6000,sla_Alibaba2017_flexible_dynamic_n150,eco_pso_joint,0.0,0.0,0.0,34.648839372346366,6.514374913183394,17.506389822461642,0.0,0.0
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6000,sla_Alibaba2017_flexible_dynamic_n150,hcsmo_v6d,52.04321693888616,3.1225930163331697,0.36092793456371297,27.231878917423387,2.814543221077786,16.474981922481675,11.466682213893383,12.823677101874498
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6000,sla_Alibaba2017_flexible_dynamic_n150,jellyfish_rts_adapted,15.94160432790606,0.9564962596743637,0.1200018835710392,27.630291184899,3.864463014455239,16.474981922481675,3.4617668459358293,3.1052667116276047
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6000,sla_Alibaba2017_flexible_dynamic_n150,meo_adapted,15.94160432790606,0.9564962596743637,0.1200018835710392,27.630291184899,3.864463014455239,16.474981922481675,3.4617668459358293,3.1052667116276047
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6000,sla_Alibaba2017_flexible_dynamic_n150,nsga_ii,15.94160432790606,0.9564962596743637,0.1200018835710392,27.628944384898535,3.8640791764551063,16.474981922481675,3.4619355931570324,3.105575173051411
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6000,sla_Alibaba2017_flexible_dynamic_n150,ppo_joint,0.0,0.0,0.0,34.648839372346366,6.514374913183394,17.506389822461642,0.0,0.0
sla_stress,sla_Alibaba2017_flexible_dynamic_n150_workload_6000,sla_Alibaba2017_flexible_dynamic_n150,tm_moaoa_joint,0.0,0.0,0.0,34.648839372346366,6.514374913183394,17.506389822461642,0.0,0.0
